title,URL,Published date,keywords,KW,picture,group
癌症會遺傳？劉博仁醫師：基因占1成，日常7件事更關鍵,https://www.everydayhealth.com.tw//article/17028,2017-11-16, 養生保健 癌症 預防癌症 抗癌 基因 遺傳 飲食習慣 作息,癌症 預防癌症 抗癌 基因 遺傳 飲食習慣 作息,https://c1.staticflickr.com/5/4579/37715427084_d8691af45d_b.jpg,13
不沈默的殺手！咳嗽、嗆到引發肺炎危機,https://www.everydayhealth.com.tw//article/19698,2018-08-12, 對抗老化 咳嗽 肺炎 喉嚨 老化,咳嗽 肺炎 喉嚨 老化,https://c2.staticflickr.com/2/1834/43894721242_532776ff32_b.jpg,8
比止痛藥有效！改變這項吃飯習慣，十年偏頭痛不藥而癒,https://www.everydayhealth.com.tw//article/19443,2018-08-06, 頭痛/偏頭痛 偏頭痛 飲食 穴道按摩,偏頭痛 飲食 穴道按摩,https://c2.staticflickr.com/2/1776/42010654990_21118d5f14_b.jpg,5
每天只要300步！矯正駝背不傷膝走路法一定要知道,https://www.everydayhealth.com.tw//article/12788,2016-07-28, 養生保健 健康走路法 快走 脊椎 脊椎正了，健康自然跟著來 膝蓋 髖關節 姿勢,健康走路法 快走 脊椎 脊椎正了，健康自然跟著來 膝蓋 髖關節 姿勢,https://farm9.staticflickr.com/8560/28548847816_fdbacae0bd_b.jpg,12
慢性疲勞易失智，9成遭誤診！多吃1樣抗疲勞防失智,https://www.everydayhealth.com.tw//article/14837,2017-10-06, 其他身心健康 慢性疲勞 消除疲勞 睡眠障礙 免疫力 免疫系統 腸道菌,慢性疲勞 消除疲勞 睡眠障礙 免疫力 免疫系統 腸道菌,https://c1.staticflickr.com/5/4507/37507717061_cfbbd9cd1c_b.jpg,24
避免更年期發胖骨鬆，婦科女醫教你邊減重邊保養,https://www.everydayhealth.com.tw//article/17066,2017-11-14, 對抗老化 更年期 肥胖 女性荷爾蒙 荷爾蒙 代謝 基礎代謝率,更年期 肥胖 女性荷爾蒙 荷爾蒙 代謝 基礎代謝率,https://c1.staticflickr.com/5/4530/24510099918_32ff781f98_b.jpg,1
中醫天然便秘藥！白蘿蔔沾這吃讓他輕鬆排除多日宿便,https://www.everydayhealth.com.tw//article/17397,2018-01-20, 健康飲食 便秘 脾胃 肺臟 咳嗽 白蘿蔔 牛奶 蜂蜜,便秘 脾胃 肺臟 咳嗽 白蘿蔔 牛奶 蜂蜜,https://c1.staticflickr.com/5/4758/39029414304_1e324e7114_b.jpg,0
舌頭肌力退化，全身肌力也衰退30％！快做兩件事,https://www.everydayhealth.com.tw//article/15863,2017-09-18, 養生保健 肌力 肌肉 老化 飲食 生活習慣,肌力 肌肉 老化 飲食 生活習慣,https://static.everydayhealth.com.tw/main/201707/37181751875_3587138c64_b.jpg,1
冬季最佳止咳潤肺甜品：杏仁豆腐，還能降心血管病,https://www.everydayhealth.com.tw//article/11261,2016-02-15, 健康飲食 食譜 喉嚨 咳嗽 久咳 止咳 杏仁 豆腐,食譜 喉嚨 咳嗽 久咳 止咳 杏仁 豆腐,https://farm2.staticflickr.com/1463/25037622795_f209a7fc7c_b.jpg,8
清晨高血壓釀中風、失智！握毛巾平衡自律神經改善,https://www.everydayhealth.com.tw//article/17201,2017-11-13, 養生保健 高血壓 中風 失智 動脈硬化 自律神經,高血壓 中風 失智 動脈硬化 自律神經,https://c1.staticflickr.com/5/4551/38273826252_99ddc665e4_b.jpg,2
日名醫開發「嘴型操」，提升免疫力、調節自律神經！,https://www.everydayhealth.com.tw//article/11263,2017-05-15, 養生保健 口臭 感冒 口乾舌燥 自律神經失調 舌頭 免疫力,口臭 感冒 口乾舌燥 自律神經失調 舌頭 免疫力,https://static.everydayhealth.com.tw/main/201601/33796911913_0f76dae865_b.jpg,8
熬夜影響肝臟排毒！6飲食原則讓身體損耗減至最低,https://www.everydayhealth.com.tw//article/10752,2015-11-30, 健康飲食 熬夜 排毒 消除疲勞 疲勞 肝臟 肝臟排毒 體力,熬夜 排毒 消除疲勞 疲勞 肝臟 肝臟排毒 體力,https://farm1.staticflickr.com/757/23329853831_19f9ee1ce5_b.jpg,24
這食物不節制，脂肪代謝力與脂肪肝患者一樣糟,https://www.everydayhealth.com.tw//article/17132,2017-11-09, 西醫醫學 脂肪肝 高糖 動脈硬化 心血管,脂肪肝 高糖 動脈硬化 心血管,https://c1.staticflickr.com/5/4448/38053143406_473283b6ab_b.jpg,20
全身是病的她，這樣自我調理，3招改善虛累累體質,https://www.everydayhealth.com.tw//article/10500,2015-10-08, 養生保健 疲勞 嘴破 睡眠 季節交替 八分飽 規律運動,疲勞 嘴破 睡眠 季節交替 八分飽 規律運動,https://farm1.staticflickr.com/750/21842647308_60a12247db_b.jpg,24
一緊張就跑廁所？5要點安撫鬧脾氣的大腸,https://www.everydayhealth.com.tw//article/5125,2016-09-11, 其他身心健康 緊張 腸道 腸胃 腸躁症 排便 排便不順暢 減重 便祕 腸胃蠕動,緊張 腸道 腸胃 腸躁症 排便 排便不順暢 減重 便祕 腸胃蠕動,https://c1.staticflickr.com/9/8114/29469542622_3c3497dd96_b.jpg,11
廢物排不出惹來垃圾病！跟著醫師這樣做，終結便祕、腸癌,https://www.everydayhealth.com.tw//article/13574,2018-12-22, 養生保健 飲食習慣 大腸 代謝 健康常識 排便,飲食習慣 大腸 代謝 健康常識 排便,https://farm6.staticflickr.com/5721/30405069214_d14fbbd58f_b.jpg,1
過敏人必學，鼻周按摩暢通鼻塞消水腫,https://www.everydayhealth.com.tw//article/18694,2018-04-12, 養生保健 鼻子 鼻腔 鼻塞 按摩 眼睛疲勞,鼻子 鼻腔 鼻塞 按摩 眼睛疲勞,https://c1.staticflickr.com/1/821/26511802877_c8f39cd0d7_b.jpg,27
這處骨折1年死亡率達2成，及早存骨本防骨質疏鬆,https://www.everydayhealth.com.tw//article/17064,2017-11-08, 養生保健 骨質疏鬆 骨質疏鬆症 更年期 骨骼 女性荷爾蒙 荷爾蒙,骨質疏鬆 骨質疏鬆症 更年期 骨骼 女性荷爾蒙 荷爾蒙,https://c1.staticflickr.com/5/4569/37496305534_48fffa445d_b.jpg,16
失智最大原因竟是它！90％健忘就靠食療解決,https://www.everydayhealth.com.tw//article/11852,2017-11-07, 健康飲食 失智症 憂鬱症 油炸食物 消化 飲食 米奶,失智症 憂鬱症 油炸食物 消化 飲食 米奶,https://c1.staticflickr.com/5/4563/38151272576_a9ae2f5165_b.jpg,21
腸道扭曲造成腸躁！日名醫兩招輕鬆放鬆腸道,https://www.everydayhealth.com.tw//article/17073,2017-11-06, 養生保健 腸胃 腸胃健康 腸躁症 便祕 改善便祕運動,腸胃 腸胃健康 腸躁症 便祕 改善便祕運動,https://c1.staticflickr.com/5/4489/38102113142_b3e738d566_b.jpg,11
日醫：男性也會罹患乳癌！中年發福、少運動風險高,https://www.everydayhealth.com.tw//article/9739,2015-07-16, 養生保健 癌症 健康檢查 乳癌 男性 遺傳 代謝症候群 肥胖,癌症 健康檢查 乳癌 男性 遺傳 代謝症候群 肥胖,https://farm1.staticflickr.com/288/19112966954_a67d4a7ac9_b.jpg,13
新型疲勞更難纏，博士：大蒜、洋蔥是消疲勞特效藥,https://www.everydayhealth.com.tw//article/16880,2017-11-02, 健康飲食 大腦 疲勞 慢性疲勞 大蒜 大蒜素,大腦 疲勞 慢性疲勞 大蒜 大蒜素,https://c1.staticflickr.com/5/4477/38030961856_01f695b7aa_b.jpg,24
春天肝氣旺，糖尿病患需養腦！這樣做解決頭暈目眩,https://www.everydayhealth.com.tw//article/11534,2018-03-08, 養生保健 大腦 感冒 抵抗力 糖尿病 飲食,大腦 感冒 抵抗力 糖尿病 飲食,https://farm2.staticflickr.com/1445/26084392595_f2f096e250_b.jpg,8
女中醫：養好脾胃腎氣血，痛經、腹瀉便秘一次解決,https://www.everydayhealth.com.tw//article/14607,2019-07-20, 氣血不足調養 月經 生理期 穴道按摩 氣血 經痛 皺紋 壓力,月經 生理期 穴道按摩 氣血 經痛 皺紋 壓力,https://static.everydayhealth.com.tw/main/201703/33583872611_81926ffef8_b.jpg,9
清血先保肝，降脂要減糖，你所不知道的清血脂完全對策！,https://www.everydayhealth.com.tw//article/17143,2017-10-31, 養生保健 清血脂完全對策 高血脂 脂肪肝 中風 心肌梗塞,清血脂完全對策 高血脂 脂肪肝 中風 心肌梗塞,https://c1.staticflickr.com/5/4510/26259601539_153725c853_b.jpg,20
肩頸痠、生理痛　也能隨時舒緩！,https://www.everydayhealth.com.tw//article/17136,2017-10-31, 經痛/生理痛 肩膀酸痛 生理期 熱敷,肩膀酸痛 生理期 熱敷,https://c1.staticflickr.com/5/4511/38003993042_75200b7d9b_b.jpg,14
鼻子紅腫可能是高血壓前兆！這樣按摩鼻子潤肺護心,https://www.everydayhealth.com.tw//article/16947,2017-10-30, 中醫養生 耳鼻喉 鼻塞 鼻子 心臟 心臟病 心臟衰竭,耳鼻喉 鼻塞 鼻子 心臟 心臟病 心臟衰竭,https://c1.staticflickr.com/5/4456/37942676301_0e229c89d4_b.jpg,27
溫差逾10度中風激增，腦名醫：暈眩牙周炎都需提高警覺,https://www.everydayhealth.com.tw//article/17075,2017-10-30, 保健新聞 腦中風 心血管疾病 腦梗塞 腦溢血 天氣冷 秋天 PM2.5,腦中風 心血管疾病 腦梗塞 腦溢血 天氣冷 秋天 PM2.5,https://c1.staticflickr.com/5/4481/37928605762_30a628434c_b.jpg,2
燃脂降三高！每天5匙檸檬醋，2週血管年輕17歲,https://www.everydayhealth.com.tw//article/13332,2016-10-19, 健康飲食 檸檬 檸檬皮 醋 血液循環 心血管,檸檬 檸檬皮 醋 血液循環 心血管,https://farm6.staticflickr.com/5705/30261241652_49df14a7e4_b.jpg,14
告別止痛藥！多吃絲瓜、蘋果有助舒緩經痛,https://www.everydayhealth.com.tw//article/9752,2016-05-02, 經痛/生理痛 月經 蘋果 絲瓜 紅酒 經痛 女性荷爾蒙 子宮 生理期,月經 蘋果 絲瓜 紅酒 經痛 女性荷爾蒙 子宮 生理期,https://farm1.staticflickr.com/307/19448780692_d16e252a22_b.jpg,9
超夯蒸氣眼罩自己做！3分鐘溫熱保濕，防乾眼老花,https://www.everydayhealth.com.tw//article/11288,2016-02-19, 養生保健 乾眼症 眨眼 眼睛 眼睛疲勞 眼罩 眼部肌肉 護眼,乾眼症 眨眼 眼睛 眼睛疲勞 眼罩 眼部肌肉 護眼,https://farm2.staticflickr.com/1660/24494071903_3acb843766_b.jpg,26
骨質流失讓腰椎以下都在痛！揉揉耳朵這處治坐骨神經痛,https://www.everydayhealth.com.tw//article/17002,2017-10-25, 坐骨神經痛 穴道 骨質疏鬆 骨盆 脊椎 耳朵,穴道 骨質疏鬆 骨盆 脊椎 耳朵,https://c1.staticflickr.com/5/4504/37639415630_d09290b5f7_b.jpg,16
太神了！睡前腳底貼這個，竟有抗發炎降血糖6功效,https://www.everydayhealth.com.tw//article/11290,2016-03-19, 養生保健 促進血液循環 安眠 洋蔥 深度睡眠 睡眠品質 睡眠策略 神經 腳臭 血液循環,促進血液循環 安眠 洋蔥 深度睡眠 睡眠品質 睡眠策略 神經 腳臭 血液循環,https://c2.staticflickr.com/2/1713/25755230311_465e3c97d3_b.jpg,23
吃飯時注意一件事，就能活化大腦防失智,https://www.everydayhealth.com.tw//article/11802,2016-06-22, 其他身心健康 唾液 烹調方法 咀嚼 失智 減肥 蛀牙,唾液 烹調方法 咀嚼 失智 減肥 蛀牙,https://farm8.staticflickr.com/7471/27809090055_05ec516427_b.jpg,27
亞麻籽油+豆漿讓女性荷爾蒙不失調,https://www.everydayhealth.com.tw//article/6173,2014-12-12, 健康飲食 大豆 納豆 豆漿 呂維振 豆腐 豆芽 豆類 黃豆,大豆 納豆 豆漿 呂維振 豆腐 豆芽 豆類 黃豆,https://farm8.staticflickr.com/7561/16001808735_91893da119_b.jpg,0
哈啾不停是過敏還是感冒？4大指標快速分辨,https://www.everydayhealth.com.tw//article/8991,2015-03-16, 養生保健 過敏 發燒 感冒 頭痛 中醫 鼻塞,過敏 發燒 感冒 頭痛 中醫 鼻塞,https://farm8.staticflickr.com/7646/16799521062_fcaea36352_b.jpg,8
綠花椰菜，鐵含量是蔬菜之冠,https://www.everydayhealth.com.tw//article/5664,2014-11-12, 健康小撇步 花椰菜 蔬菜 鐵 維生素C 減重,花椰菜 蔬菜 鐵 維生素C 減重,https://farm9.staticflickr.com/8596/15827994793_e9a8a118e0_b.jpg,27
早餐1重點吃錯，心血管風險多2倍！這樣吃才護心又甩肉,https://www.everydayhealth.com.tw//article/16979,2017-10-20, 健康飲食 早餐 動脈硬化 心血管疾病 肥胖 減重飲食,早餐 動脈硬化 心血管疾病 肥胖 減重飲食,https://c1.staticflickr.com/5/4471/37529911410_759d67e709_b.jpg,27
6種營養提升自癒力特有效！阻斷癌症、中風的可乘之機！,https://www.everydayhealth.com.tw//article/16878,2017-10-20, 養生保健 壓力 壓力紓解 慢性 心肌梗塞 中風,壓力 壓力紓解 慢性 心肌梗塞 中風,https://c1.staticflickr.com/5/4502/37059606694_96ea514877_b.jpg,2
日本唯一抗失智症訓練！腦科專家：10分鐘幫大腦回春,https://www.everydayhealth.com.tw//article/21283,2019-03-23, 對抗老化 預防失智 大腦 學習 記憶力 失智症,預防失智 大腦 學習 記憶力 失智症,https://farm8.staticflickr.com/7817/33542742238_112a59db70_b.jpg,21
止咳養肺，快按魚際穴,https://www.everydayhealth.com.tw//article/9253,2015-04-09, 健康小撇步 穴道 呼吸 咳嗽 穴道按摩 止咳,穴道 呼吸 咳嗽 穴道按摩 止咳,https://farm8.staticflickr.com/7600/17162820802_b17e54116b_b.jpg,5
抑制腦部老化！薑黃、咖啡等25種含多酚食物一次收藏,https://www.everydayhealth.com.tw//article/12582,2018-10-31, 健康飲食 健腦食物 薑黃 花青素 槲皮素 兒茶素 蔬果 大腦,健腦食物 薑黃 花青素 槲皮素 兒茶素 蔬果 大腦,https://farm8.staticflickr.com/7452/28085925436_59a2c25177_b.jpg,27
日癌症中心：乳癌降5％、子宮頸癌降11％的原因是…,https://www.everydayhealth.com.tw//article/15910,2017-08-08, 養生保健 母乳 乳癌 子宮頸癌 防癌 抗癌,母乳 乳癌 子宮頸癌 防癌 抗癌,https://static.everydayhealth.com.tw/main/201707/36022322080_82de66e411_b.jpg,13
40歲後注意腎虛血瘀引發心絞痛！中醫1招強腎護心,https://www.everydayhealth.com.tw//article/13351,2018-11-15, 中醫養生 心臟 胸悶 養生 健身 腎臟,心臟 胸悶 養生 健身 腎臟,https://farm6.staticflickr.com/5705/30575847156_57823024f8_b.jpg,27
睡覺是大腦修復最佳時機！這樣小睡竟能防失智,https://www.everydayhealth.com.tw//article/12584,2018-09-18, 養生保健 午睡 大腦 失智 睡眠,午睡 大腦 失智 睡眠,https://farm8.staticflickr.com/7435/28097291625_faf23eaab3_b.jpg,21
洋蔥這樣做才能真正清血管、高麗菜這樣吃多14倍維生素,https://www.everydayhealth.com.tw//article/16168,2017-08-20, 健康飲食 高麗菜 洋蔥 維生素 營養 血管,高麗菜 洋蔥 維生素 營養 血管,https://static.everydayhealth.com.tw/main/201708/36485957491_4d262c5daf_b.jpg,27
有助抗癌！研究：做這件事，乳癌細胞生成率砍半,https://www.everydayhealth.com.tw//article/16918,2017-10-13, 養生保健 乳癌 抗癌 運動 癌細胞,乳癌 抗癌 運動 癌細胞,https://c1.staticflickr.com/5/4504/23775215618_d42fee1095_b.jpg,13
日本長壽村民做這兩件事，90歲都保有40歲生理狀態,https://www.everydayhealth.com.tw//article/16914,2017-10-12, 對抗老化 荷爾蒙 腎上腺 維生素C 紓壓 抗老,荷爾蒙 腎上腺 維生素C 紓壓 抗老,https://c1.staticflickr.com/5/4456/37580335076_001165e4a9_b.jpg,18
醫學博士：6大食材好睡又抗老，這種特別有效,https://www.everydayhealth.com.tw//article/11135,2017-10-10, 對抗老化 失眠 曬太陽 深度睡眠 睡眠 睡眠品質 血清素 褪黑激素,失眠 曬太陽 深度睡眠 睡眠 睡眠品質 血清素 褪黑激素,https://c1.staticflickr.com/5/4494/37495700492_d04ed04bb3_b.jpg,3
醫學博士欽點！吃這些食物防失智、預防腦梗塞,https://www.everydayhealth.com.tw//article/11044,2017-10-09, 健康飲食 Omega3 咖哩 咖啡 大腦 秋刀魚 薑黃 青魚 鯖魚,Omega3 咖哩 咖啡 大腦 秋刀魚 薑黃 青魚 鯖魚,https://c1.staticflickr.com/5/4456/23674348788_24c039c21f_b.jpg,0
吃東西時至少咀嚼30下，有利消化及平衡自律神經,https://www.everydayhealth.com.tw//article/6188,2014-12-15, 健康小撇步 咀嚼 自律神經 消化 唾液 飽足感,咀嚼 自律神經 消化 唾液 飽足感,https://c2.staticflickr.com/8/7427/26220275293_1af81acc51_b.jpg,27
解腰痛！每天不用10分鐘，躺著就能做的關節矯正法,https://www.everydayhealth.com.tw//article/9516,2015-05-29, 關節疼痛 肌肉 骨盆 網球按摩 腰痛,肌肉 骨盆 網球按摩 腰痛,https://farm8.staticflickr.com/7755/17595153944_de4692df23_b.jpg,22
這樣改善3種體液循環，全身通暢不留廢物,https://www.everydayhealth.com.tw//article/10028,2015-08-06, 養生保健 促進血液循環 洋蔥 淋巴 納豆 維生素B群 蛋白質 醋 骨盤體操 體操,促進血液循環 洋蔥 淋巴 納豆 維生素B群 蛋白質 醋 骨盤體操 體操,https://farm1.staticflickr.com/426/20340439561_fe261c1e5f_b.jpg,23
德國研究：這運動比飛輪、健走更能防失智！,https://www.everydayhealth.com.tw//article/16882,2017-10-07, 養生保健 跳舞 預防失智 有氧運動 飛輪 健走 身體平衡 運動訓練,跳舞 預防失智 有氧運動 飛輪 健走 身體平衡 運動訓練,https://c1.staticflickr.com/5/4496/37249299300_1a973da149_b.jpg,27
舌頭影響咀嚼力！吃飯快、常嗆到…5特徵檢查咀嚼力,https://www.everydayhealth.com.tw//article/16818,2017-10-04, 養生保健 活到100歲必備咀嚼力 舌頭 飲食 口腔 咀嚼 喉嚨,活到100歲必備咀嚼力 舌頭 飲食 口腔 咀嚼 喉嚨,https://c1.staticflickr.com/5/4466/37111601630_bea9e3dc95_b.jpg,27
解決膝蓋痛！坐著抬腳、踮腳尖減輕膝蓋負擔,https://www.everydayhealth.com.tw//article/10552,2015-10-28, 關節疼痛 膝蓋 伸展操 肌力訓練 肌肉 踮腳尖,膝蓋 伸展操 肌力訓練 肌肉 踮腳尖,https://farm6.staticflickr.com/5646/22534445835_e33ce88024_b.jpg,12
天天多吃200卡，小心壞脂肪這樣養出惡性癌,https://www.everydayhealth.com.tw//article/16799,2017-10-02, 健康飲食 脂肪 長壽 肥胖 老化 抗老,脂肪 長壽 肥胖 老化 抗老,https://c1.staticflickr.com/5/4471/37143335940_2a018b81b0_b.jpg,18
暈眩眼前一片黑恐是腦缺血！小松菜補血料理簡單做,https://www.everydayhealth.com.tw//article/10299,2015-08-26, 健康飲食 鐵 維生素C 大腦 維生素B群 促進血液循環 貧血 維生素E 暈眩 小松菜,鐵 維生素C 大腦 維生素B群 促進血液循環 貧血 維生素E 暈眩 小松菜,https://farm1.staticflickr.com/623/20699994128_8711222abf_b.jpg,23
